Te[K],Arr[m3/s],CSC_Maxwellian[m3/s]
1.2610000000000000e+04,2.5908831216255683e-18,7.4009322420252733e-21
1.2620000000000000e+04,2.6171526565645042e-18,7.4910602980087444e-21
1.2630000000000000e+04,2.6436488178663204e-18,7.5821446992359488e-21
1.2640000000000000e+04,2.6703731928050892e-18,7.6741939947784002e-21
1.2650000000000000e+04,2.6973273769033182e-18,7.7672167955058171e-21
1.2660000000000000e+04,2.7245129739567832e-18,7.8612217744480609e-21
1.2670000000000000e+04,2.7519315960593394e-18,7.9562176671594315e-21
1.2680000000000000e+04,2.7795848636277505e-18,8.0522132720859464e-21
1.2690000000000000e+04,2.8074744054264640e-18,8.1492174509343417e-21
1.2700000000000000e+04,2.8356018585924117e-18,8.2472391289556771e-21
1.2710000000000000e+04,2.8639688686597596e-18,8.3462872904883640e-21
1.2720000000000000e+04,2.8925770895847014e-18,8.4463709765529873e-21
1.2730000000000000e+04,2.9214281837701656e-18,8.5474992917083575e-21
1.2740000000000000e+04,2.9505238220905771e-18,8.6496814050092451e-21
1.2750000000000000e+04,2.9798656839165542e-18,8.7529265503745947e-21
1.2760000000000000e+04,3.0094554571396234e-18,8.8572440269576857e-21
1.2770000000000000e+04,3.0392948381969033e-18,8.9626431995184311e-21
1.2780000000000000e+04,3.0693855320957868e-18,9.0691334987992328e-21
1.2790000000000000e+04,3.0997292524385911e-18,9.1767244219016628e-21
1.2800000000000000e+04,3.1303277214471993e-18,9.2854255326672759e-21
1.2810000000000000e+04,3.1611826699876905e-18,9.3952464620597386e-21
1.2820000000000000e+04,3.1922958375949548e-18,9.5061969075160166e-21
1.2830000000000000e+04,3.2236689724972930e-18,9.6182866255103468e-21
1.2840000000000000e+04,3.2553038316409658e-18,9.7315254358733704e-21
1.2850000000000000e+04,3.2872021807147841e-18,9.8459232263938938e-21
1.2860000000000000e+04,3.3193657941746445e-18,9.9614899532287299e-21
1.2870000000000000e+04,3.3517964552680440e-18,1.0078235641283522e-20
1.2880000000000000e+04,3.3844959560585987e-18,1.0196170384596113e-20
1.2890000000000000e+04,3.4174660974505258e-18,1.0315304346721370e-20
1.2900000000000000e+04,3.4507086892130996e-18,1.0435647761119142e-20
1.2910000000000000e+04,3.4842255500051419e-18,1.0557210931545870e-20
1.2920000000000000e+04,3.5180185073994054e-18,1.0680004232446038e-20
1.2930000000000000e+04,3.5520893979070117e-18,1.0804038109335649e-20
1.2940000000000000e+04,3.5864400670018464e-18,1.0929323075072895e-20
1.2950000000000000e+04,3.6210723691449119e-18,1.1055869704167015e-20
1.2960000000000000e+04,3.6559881678086767e-18,1.1183688641262044e-20
1.2970000000000000e+04,3.6911893355014391e-18,1.1312790602948831e-20
1.2980000000000000e+04,3.7266777537915860e-18,1.1443186378155678e-20
1.2990000000000000e+04,3.7624553133319017e-18,1.1574886828541219e-20
1.3000000000000000e+04,3.7985239138838592e-18,1.1707902888890043e-20
1.3010000000000000e+04,3.8348854643418089e-18,1.1842245567511036e-20
1.3020000000000000e+04,3.8715418827572290e-18,1.1977925946637132e-20
1.3030000000000000e+04,3.9084950963629347e-18,1.2114955182830265e-20
1.3040000000000000e+04,3.9457470415972101e-18,1.2253344507385341e-20
1.3050000000000000e+04,3.9832996641279945e-18,1.2393105226166832e-20
1.3060000000000000e+04,4.0211549188770091e-18,1.2534248711494114e-20
1.3070000000000000e+04,4.0593147700438175e-18,1.2676786403941535e-20
1.3080000000000000e+04,4.0977811911299663e-18,1.2820729819484986e-20
1.3090000000000000e+04,4.1365561649629678e-18,1.2966090550095882e-20
1.3100000000000000e+04,4.1756416837203994e-18,1.3112880264143665e-20
1.3110000000000000e+04,4.2150397489538539e-18,1.3261110706800940e-20
1.3120000000000000e+04,4.2547523716129246e-18,1.3410793700451827e-20
1.3130000000000000e+04,4.2947815720691893e-18,1.3561941145102037e-20
1.3140000000000000e+04,4.3351293801400893e-18,1.3714565018792124e-20
1.3150000000000000e+04,4.3757978351128795e-18,1.3868677378013808e-20
1.3160000000000000e+04,4.4167889857684403e-18,1.4024290358127692e-20
1.3170000000000000e+04,4.4581048904051746e-18,1.4181416170680382e-20
1.3180000000000000e+04,4.4997476168628020e-18,1.4340067094357240e-20
1.3190000000000000e+04,4.5417192425461378e-18,1.4500255484173825e-20
1.3200000000000000e+04,4.5840218544488865e-18,1.4661993774863465e-20
1.3210000000000000e+04,4.6266575491773425e-18,1.4825294481289223e-20
1.3220000000000000e+04,4.6696284329741313e-18,1.4990170198858763e-20
1.3230000000000000e+04,4.7129366217418371e-18,1.5156633603941634e-20
1.3240000000000000e+04,4.7565842410666858e-18,1.5324697454289736e-20
1.3250000000000000e+04,4.8005734262421744e-18,1.5494374589459434e-20
1.3260000000000000e+04,4.8449063222926123e-18,1.5665677931237773e-20
1.3270000000000000e+04,4.8895850839967184e-18,1.5838620484069600e-20
1.3280000000000000e+04,4.9346118759111383e-18,1.6013215335247565e-20
1.3290000000000000e+04,4.9799888723939336e-18,1.6189475646982629e-20
1.3300000000000000e+04,5.0257182576280655e-18,1.6367414654281732e-20
1.3310000000000000e+04,5.0718022256448050e-18,1.6547045675002020e-20
1.3320000000000000e+04,5.1182429803471545e-18,1.6728382110921691e-20
1.3330000000000000e+04,5.1650427355332372e-18,1.6911437448163854e-20
1.3340000000000000e+04,5.2122037149195859e-18,1.7096225257622352e-20
1.3350000000000000e+04,5.2597281521645079e-18,1.7282759195391713e-20
1.3360000000000000e+04,5.3076182908913170e-18,1.7471053003198610e-20
1.3370000000000000e+04,5.3558763847116072e-18,1.7661120508837479e-20
1.3380000000000000e+04,5.4045046972484549e-18,1.7852975626606676e-20
1.3390000000000000e+04,5.4535055021595744e-18,1.8046632357750214e-20
1.3400000000000000e+04,5.5028810831604850e-18,1.8242104788811095e-20
1.3410000000000000e+04,5.5526337340476010e-18,1.8439407079985956e-20
1.3420000000000000e+04,5.6027657587213497e-18,1.8638553473221990e-20
1.3430000000000000e+04,5.6532794712091475e-18,1.8839558298215324e-20
1.3440000000000000e+04,5.7041771956884435e-18,1.9042435972860158e-20
1.3450000000000000e+04,5.7554612665097032e-18,1.9247201003684890e-20
1.3460000000000000e+04,5.8071340282192957e-18,1.9453867986289508e-20
1.3470000000000000e+04,5.8591978355824422e-18,1.9662451605785566e-20
1.3480000000000000e+04,5.9116550536060671e-18,1.9872966637242461e-20
1.3490000000000000e+04,5.9645080575616103e-18,2.0085427946130858e-20
1.3500000000000000e+04,6.0177592330078243e-18,2.0299850488774138e-20
1.3510000000000000e+04,6.0714109758135539e-18,2.0516249312741237e-20
1.3520000000000000e+04,6.1254656921804126e-18,2.0734639549949253e-20
1.3530000000000000e+04,6.1799257986655009e-18,2.0955036409532232e-20
1.3540000000000000e+04,6.2347937222040320e-18,2.1177455190629748e-20
1.3550000000000000e+04,6.2900719001319535e-18,2.1401911284481751e-20
1.3560000000000000e+04,6.3457627802084992e-18,2.1628420174872129e-20
1.3570000000000000e+04,6.4018688206387070e-18,2.1856997438575226e-20
1.3580000000000000e+04,6.4583924900959739e-18,2.2087658745805008e-20
1.3590000000000000e+04,6.5153362677444076e-18,2.2320419860667689e-20
1.3600000000000000e+04,6.5727026432613613e-18,2.2555296641616006e-20
1.3610000000000000e+04,6.6304941168597076e-18,2.2792305041908145e-20
1.3620000000000000e+04,6.6887131993102316e-18,2.3031461110067867e-20
1.3630000000000000e+04,6.7473624119638862e-18,2.3272780989123426e-20
1.3640000000000000e+04,6.8064442867741152e-18,2.3516280903544191e-20
1.3650000000000000e+04,6.8659613663189906e-18,2.3761977164065819e-20
1.3660000000000000e+04,6.9259162038234341e-18,2.4009886177304611e-20
1.3670000000000000e+04,6.9863113631813814e-18,2.4260024446373429e-20
1.3680000000000000e+04,7.0471494189777694e-18,2.4512408571336415e-20
1.3690000000000000e+04,7.1084329565107369e-18,2.4767055249666090e-20
1.3700000000000000e+04,7.1701645718134889e-18,2.5023981276703839e-20
1.3710000000000000e+04,7.2323468716764077e-18,2.5283203546123330e-20
1.3720000000000000e+04,7.2949824736688693e-18,2.5544739050396179e-20
1.3730000000000000e+04,7.3580740061611714e-18,2.5808604881262240e-20
1.3740000000000000e+04,7.4216241083464089e-18,2.6074818230198169e-20
1.3750000000000000e+04,7.4856354302622170e-18,2.6343396383175533e-20
1.3760000000000000e+04,7.5501106328125741e-18,2.6614356708155814e-20
1.3770000000000000e+04,7.6150523877895141e-18,2.6887716669558529e-20
1.3780000000000000e+04,7.6804633778947829e-18,2.7163493832288471e-20
1.3790000000000000e+04,7.7463462967614430e-18,2.7441705862198884e-20
1.3800000000000000e+04,7.8127038489755406e-18,2.7722370526556621e-20
1.3810000000000000e+04,7.8795387500975764e-18,2.8005505694508237e-20
1.3820000000000000e+04,7.9468537266839860e-18,2.8291129337554366e-20
1.3830000000000000e+04,8.0146515163086769e-18,2.8579259530021221e-20
1.3840000000000000e+04,8.0829348675843879e-18,2.8869914449538419e-20
1.3850000000000000e+04,8.1517065401840324e-18,2.9163112377519393e-20
1.3860000000000000e+04,8.2209693048620385e-18,2.9458871699063552e-20
1.3870000000000000e+04,8.2907259434756291e-18,2.9757210889844333e-20
1.3880000000000000e+04,8.3609792490060585e-18,3.0058148515493150e-20
1.3890000000000000e+04,8.4317320255797479e-18,3.0361703245496801e-20
1.3900000000000000e+04,8.5029870884894740e-18,3.0667893854318290e-20
1.3910000000000000e+04,8.5747472642154306e-18,3.0976739221868226e-20
1.3920000000000000e+04,8.6470153904462620e-18,3.1288258333981289e-20
1.3930000000000000e+04,8.7197943161000917e-18,3.1602470282893155e-20
1.3940000000000000e+04,8.7930869013454558e-18,3.1919394267723229e-20
1.3950000000000000e+04,8.8668960176222026e-18,3.2239049594959265e-20
1.3960000000000000e+04,8.9412245476623174e-18,3.2561455678943636e-20
1.3970000000000000e+04,9.0160753855108124e-18,3.2886632042365530e-20
1.3980000000000000e+04,9.0914514365463857e-18,3.3214598312804995e-20
1.3990000000000000e+04,9.1673556175022405e-18,3.3545374205714269e-20
1.4000000000000000e+04,9.2437908564866568e-18,3.3878979538220619e-20
1.4010000000000000e+04,9.3207600930036223e-18,3.4215434236474481e-20
1.4020000000000000e+04,9.3982662779734747e-18,3.4554758336133676e-20
1.4030000000000000e+04,9.4763123737533233e-18,3.4896971982845532e-20
1.4040000000000000e+04,9.5549013541575636e-18,3.5242095432731562e-20
1.4050000000000000e+04,9.6340362044783017e-18,3.5590149052877388e-20
1.4060000000000000e+04,9.7137199215057334e-18,3.5941153321823622e-20
1.4070000000000000e+04,9.7939555135484316e-18,3.6295128830060406e-20
1.4080000000000000e+04,9.8747460004536052e-18,3.6652096280525596e-20
1.4090000000000000e+04,9.9560944136274108e-18,3.7012076488921118e-20
1.4100000000000000e+04,1.0038003796055012e-17,3.7375090371911598e-20
1.4110000000000000e+04,1.0120477202320786e-17,3.7741158939299371e-20
1.4120000000000000e+04,1.0203517698628325e-17,3.8110303312192080e-20
1.4130000000000000e+04,1.0287128362820519e-17,3.8482544725284520e-20
1.4140000000000000e+04,1.0371312284399465e-17,3.8857904527344324e-20
1.4150000000000000e+04,1.0456072564546471e-17,3.9236404181704430e-20
1.4160000000000000e+04,1.0541412316141790e-17,3.9618065266758454e-20
1.4170000000000000e+04,1.0627334663784580e-17,4.0002909476459181e-20
1.4180000000000000e+04,1.0713842743812527e-17,4.0390958620820067e-20
1.4190000000000000e+04,1.0800939704321684e-17,4.0782234626418768e-20
1.4200000000000000e+04,1.0888628705186036e-17,4.1176759536907114e-20
1.4210000000000000e+04,1.0976912918077162e-17,4.1574555511093080e-20
1.4220000000000000e+04,1.1065795526483757e-17,4.1975644803209365e-20
1.4230000000000000e+04,1.1155279725731136e-17,4.2380049772839762e-20
1.4240000000000000e+04,1.1245368723000710e-17,4.2787792897125040e-20
1.4250000000000000e+04,1.1336065737349360e-17,4.3198896771378557e-20
1.4260000000000000e+04,1.1427373999728755e-17,4.3613384109579277e-20
1.4270000000000000e+04,1.1519296753004709e-17,4.4031277744875988e-20
1.4280000000000000e+04,1.1611837251976335e-17,4.4452600630092471e-20
1.4290000000000000e+04,1.1704998763395275e-17,4.4877375838232377e-20
1.4300000000000000e+04,1.1798784565984834e-17,4.5305626562992398e-20
1.4310000000000000e+04,1.1893197950459062e-17,4.5737376119276302e-20
1.4320000000000000e+04,1.1988242219541663e-17,4.6172647943690355e-20
1.4330000000000000e+04,1.2083920687985146e-17,4.6611465585149997e-20
1.4340000000000000e+04,1.2180236682589564e-17,4.7053852688977677e-20
1.4350000000000000e+04,1.2277193542221483e-17,4.7499833018232616e-20
1.4360000000000000e+04,1.2374794617832701e-17,4.7949430458245426e-20
1.4370000000000000e+04,1.2473043272479070e-17,4.8402669017124281e-20
1.4380000000000000e+04,1.2571942881339141e-17,4.8859572826260279e-20
1.4390000000000000e+04,1.2671496831732813e-17,4.9320166140837311e-20
1.4400000000000000e+04,1.2771708523139841e-17,4.9784473340345969e-20
1.4410000000000000e+04,1.2872581367218534e-17,5.0252518929102501e-20
1.4420000000000000e+04,1.2974118787824031e-17,5.0724327536765939e-20
1.4430000000000000e+04,1.3076324221026801e-17,5.1199923918864197e-20
1.4440000000000000e+04,1.3179201115131007e-17,5.1679332956065030e-20
1.4450000000000000e+04,1.3282752930692825e-17,5.2162579633805154e-20
1.4460000000000000e+04,1.3386983140538549e-17,5.2649689045109002e-20
1.4470000000000000e+04,1.3491895229782992e-17,5.3140686408789830e-20
1.4480000000000000e+04,1.3597492695847428e-17,5.3635597070543372e-20
1.4490000000000000e+04,1.3703779048477743e-17,5.4134446503463206e-20
1.4500000000000000e+04,1.3810757809762453e-17,5.4637260308554831e-20
1.4510000000000000e+04,1.3918432514150659e-17,5.5144064215254694e-20
1.4520000000000000e+04,1.4026806708469890e-17,5.5654884081953220e-20
1.4530000000000000e+04,1.4135883951944046e-17,5.6169745896520588e-20
1.4540000000000000e+04,1.4245667816211071e-17,5.6688675776835181e-20
1.4550000000000000e+04,1.4356161885340797e-17,5.7211699971316199e-20
1.4560000000000000e+04,1.4467369755852498e-17,5.7738844852403404e-20
1.4570000000000000e+04,1.4579295036732589e-17,5.8270136893292835e-20
1.4580000000000000e+04,1.4691941349452113e-17,5.8805602689660719e-20
1.4590000000000000e+04,1.4805312327984236e-17,5.9345268968169426e-20
1.4600000000000000e+04,1.4919411618821768e-17,5.9889162586983773e-20
1.4610000000000000e+04,1.5034242880994433e-17,6.0437310536293774e-20
1.4620000000000000e+04,1.5149809786086256e-17,6.0989739938838981e-20
1.4630000000000000e+04,1.5266116018252738e-17,6.1546478050432509e-20
1.4640000000000000e+04,1.5383165274238185e-17,6.2107552260494758e-20
1.4650000000000000e+04,1.5500961263392706e-17,6.2672990092587365e-20
1.4660000000000000e+04,1.5619507707689411e-17,6.3242819204950587e-20
1.4670000000000000e+04,1.5738808341741293e-17,6.3817067390563608e-20
1.4680000000000000e+04,1.5858866912818403e-17,6.4395762558221540e-20
1.4690000000000000e+04,1.5979687180864460e-17,6.4978932725509631e-20
1.4700000000000000e+04,1.6101272918513992e-17,6.5566606043283970e-20
1.4710000000000000e+04,1.6223627911108887e-17,6.6158810797997377e-20
1.4720000000000000e+04,1.6346755956715236e-17,6.6755575412227222e-20
1.4730000000000000e+04,1.6470660866139924e-17,6.7356928445203610e-20
1.4740000000000000e+04,1.6595346462947326e-17,6.7962898593339369e-20
1.4750000000000000e+04,1.6720816583475671e-17,6.8573514690768378e-20
1.4760000000000000e+04,1.6847075076853746e-17,6.9188805709881715e-20
1.4770000000000000e+04,1.6974125805017129e-17,6.9808800761873653e-20
1.4780000000000000e+04,1.7101972642724628e-17,7.0433529097284393e-20
1.4790000000000000e+04,1.7230619477574524e-17,7.1063020102049466e-20
1.4800000000000000e+04,1.7360070210020873e-17,7.1697303269358326e-20
1.4810000000000000e+04,1.7490328753389672e-17,7.2336408217337737e-20
1.4820000000000000e+04,1.7621399033894860e-17,7.2980364703725249e-20
1.4830000000000000e+04,1.7753284990654499e-17,7.3629202626462942e-20
1.4840000000000000e+04,1.7885990575706732e-17,7.4282952024231710e-20
1.4850000000000000e+04,1.8019519754025597e-17,7.4941643076983225e-20
1.4860000000000000e+04,1.8153876503537061e-17,7.5605306106483804e-20
1.4870000000000000e+04,1.8289064815134726e-17,7.6273971576856719e-20
1.4880000000000000e+04,1.8425088692695533e-17,7.6947670095126379e-20
1.4890000000000000e+04,1.8561952153095542e-17,7.7626432411774780e-20
1.4900000000000000e+04,1.8699659226225453e-17,7.8310289421190365e-20
1.4910000000000000e+04,1.8838213955006179e-17,7.8999272145986285e-20
1.4920000000000000e+04,1.8977620395404439e-17,7.9693411718483633e-20
1.4930000000000000e+04,1.9117882616448001e-17,8.0392739410418510e-20
1.4940000000000000e+04,1.9259004700241202e-17,8.1097286637788934e-20
1.4950000000000000e+04,1.9400990741980139e-17,8.1807084961389981e-20
1.4960000000000000e+04,1.9543844849967965e-17,8.2522166087354958e-20
1.4970000000000000e+04,1.9687571145630133e-17,8.3242561867698930e-20
1.4980000000000000e+04,1.9832173763529365e-17,8.3968304300863511e-20
1.4990000000000000e+04,1.9977656851380725e-17,8.4699425532270572e-20
1.5000000000000000e+04,2.0124024570066730e-17,8.5435957854875622e-20
1.5010000000000000e+04,2.0271281093652167e-17,8.6177933709726675e-20
1.5020000000000000e+04,2.0419430609398897e-17,8.6925385684035983e-20
1.5030000000000000e+04,2.0568477317780841e-17,8.7678346481213690e-20
1.5040000000000000e+04,2.0718425432498508e-17,8.8436848929840544e-20
1.5050000000000000e+04,2.0869279180493754e-17,8.9200926006311597e-20
1.5060000000000000e+04,2.1021042801964431e-17,8.9970610835846706e-20
1.5070000000000000e+04,2.1173720550378756e-17,9.0745936693038893e-20
1.5080000000000000e+04,2.1327316692490074e-17,9.1526937002399344e-20
1.5090000000000000e+04,2.1481835508350903e-17,9.2313645338909422e-20
1.5100000000000000e+04,2.1637281291327645e-17,9.3106095428570311e-20
1.5110000000000000e+04,2.1793658348114559e-17,9.3904321148966941e-20
1.5120000000000000e+04,2.1950970998748210e-17,9.4708356529827306e-20
1.5130000000000000e+04,2.2109223576621455e-17,9.5518235753584035e-20
1.5140000000000000e+04,2.2268420428497648e-17,9.6333993143956243e-20
1.5150000000000000e+04,2.2428565914524609e-17,9.7155663136214162e-20
1.5160000000000000e+04,2.2589664408248589e-17,9.7983280309073990e-20
1.5170000000000000e+04,2.2751720296628132e-17,9.8816879394080681e-20
1.5180000000000000e+04,2.2914737980047979e-17,9.9656495276143794e-20
1.5190000000000000e+04,2.3078721872332719e-17,1.0050216299409166e-19
1.5200000000000000e+04,2.3243676400760693e-17,1.0135391774122637e-19
1.5210000000000000e+04,2.3409606006077384e-17,1.0221179486587764e-19
1.5220000000000000e+04,2.3576515142509107e-17,1.0307582987197052e-19
1.5230000000000000e+04,2.3744408277776485e-17,1.0394605841958099e-19
1.5240000000000000e+04,2.3913289893107972e-17,1.0482251632551284e-19
1.5250000000000000e+04,2.4083164483253069e-17,1.0570523956277784e-19
1.5260000000000000e+04,2.4254036556495767e-17,1.0659426423189111e-19
1.5270000000000000e+04,2.4425910634667685e-17,1.0748962655704981e-19
1.5280000000000000e+04,2.4598791253161357e-17,1.0839136291753406e-19
1.5290000000000000e+04,2.4772682960943230e-17,1.0929950984994647e-19
1.5300000000000000e+04,2.4947590320566793e-17,1.1021410404876854e-19
1.5310000000000000e+04,2.5123517908185432e-17,1.1113518236691545e-19
1.5320000000000000e+04,2.5300470313565555e-17,1.1206278181629535e-19
1.5330000000000000e+04,2.5478452140099242e-17,1.1299693956837490e-19
1.5340000000000000e+04,2.5657468004817038e-17,1.1393769295474541e-19
1.5350000000000000e+04,2.5837522538400859e-17,1.1488507946769798e-19
1.5360000000000000e+04,2.6018620385196402e-17,1.1583913676079256e-19
1.5370000000000000e+04,2.6200766203225808e-17,1.1679990264154270e-19
1.5380000000000000e+04,2.6383964664200301e-17,1.1776741503341415e-19
1.5390000000000000e+04,2.6568220453532383e-17,1.1874171200432470e-19
1.5400000000000000e+04,2.6753538270348560e-17,1.1972283178340981e-19
1.5410000000000000e+04,2.6939922827501255e-17,1.2071081276159206e-19
1.5420000000000000e+04,2.7127378851581419e-17,1.2170569349214053e-19
1.5430000000000000e+04,2.7315911082930424e-17,1.2270751269123236e-19
1.5440000000000000e+04,2.7505524275652488e-17,1.2371630923852770e-19
1.5450000000000000e+04,2.7696223197626416e-17,1.2473212217772530e-19
1.5460000000000000e+04,2.7888012630517680e-17,1.2575499071714866e-19
1.5470000000000000e+04,2.8080897369790524e-17,1.2678495423031830e-19
1.5480000000000000e+04,2.8274882224719564e-17,1.2782205225623056e-19
1.5490000000000000e+04,2.8469972018401726e-17,1.2886632447466498e-19
1.5500000000000000e+04,2.8666171587767811e-17,1.2991781068678708e-19
1.5510000000000000e+04,2.8863485783594239e-17,1.3097655085450078e-19
1.5520000000000000e+04,2.9061919470514783e-17,1.3204258510535326e-19
1.5530000000000000e+04,2.9261477527031760e-17,1.3311595373310754e-19
1.5540000000000000e+04,2.9462164845527772e-17,1.3419669719829201e-19
1.5550000000000000e+04,2.9663986332276745e-17,1.3528485612878171e-19
1.5560000000000000e+04,2.9866946907455778e-17,1.3638047132036219e-19
1.5570000000000000e+04,3.0071051505155830e-17,1.3748358373730660e-19
1.5580000000000000e+04,3.0276305073393174e-17,1.3859423451296284e-19
1.5590000000000000e+04,3.0482712574120486e-17,1.3971246495033026e-19
1.5600000000000000e+04,3.0690278983237985e-17,1.4083831651804278e-19
1.5610000000000000e+04,3.0899009290604166e-17,1.4197183080842602e-19
1.5620000000000000e+04,3.1108908500046890e-17,1.4311304955606779e-19
1.5630000000000000e+04,3.1319981629374136e-17,1.4426201466467813e-19
1.5640000000000000e+04,3.1532233710384881e-17,1.4541876820797784e-19
1.5650000000000000e+04,3.1745669788879746e-17,1.4658335243026556e-19
1.5660000000000000e+04,3.1960294924671575e-17,1.4775580974698437e-19
1.5670000000000000e+04,3.2176114191596160e-17,1.4893618274530415e-19
1.5680000000000000e+04,3.2393132677522581e-17,1.5012451418469117e-19
1.5690000000000000e+04,3.2611355484363687e-17,1.5132084699749219e-19
1.5700000000000000e+04,3.2830787728086634e-17,1.5252522428952724e-19
1.5710000000000000e+04,3.3051434538722864e-17,1.5373768934064184e-19
1.5720000000000000e+04,3.3273301060378663e-17,1.5495828558590118e-19
1.5730000000000000e+04,3.3496392451245079e-17,1.5618705658011002e-19
1.5740000000000000e+04,3.3720713883608315e-17,1.5742404604195642e-19
1.5750000000000000e+04,3.3946270543859322e-17,1.5866929786388010e-19
1.5760000000000000e+04,3.4173067632504287e-17,1.5992285611263953e-19
1.5770000000000000e+04,3.4401110364173926e-17,1.6118476502988310e-19
1.5780000000000000e+04,3.4630403967634006e-17,1.6245506903273004e-19
1.5790000000000000e+04,3.4860953685794422e-17,1.6373381271433942e-19
1.5800000000000000e+04,3.5092764775719531e-17,1.6502104084450047e-19
1.5810000000000000e+04,3.5325842508637086e-17,1.6631679837022503e-19
1.5820000000000000e+04,3.5560192169948462e-17,1.6762113041632650e-19
1.5830000000000000e+04,3.5795819059237769e-17,1.6893408228379406e-19
1.5840000000000000e+04,3.6032728490281209e-17,1.7025569940834601e-19
1.5850000000000000e+04,3.6270925791056751e-17,1.7158602736316289e-19
1.5860000000000000e+04,3.6510416303753185e-17,1.7292511189739151e-19
1.5870000000000000e+04,3.6751205384779335e-17,1.7427299893817449e-19
1.5880000000000000e+04,3.6993298404773245e-17,1.7562973459121980e-19
1.5890000000000000e+04,3.7236700748611384e-17,1.7699536514138323e-19
1.5900000000000000e+04,3.7481417815417551e-17,1.7836993705323504e-19
1.5910000000000000e+04,3.7727455018571642e-17,1.7975349697166063e-19
1.5920000000000000e+04,3.7974817785718966e-17,1.8114609172243811e-19
1.5930000000000000e+04,3.8223511558778547e-17,1.8254776831283633e-19
1.5940000000000000e+04,3.8473541793952292e-17,1.8395857393220970e-19
1.5950000000000000e+04,3.8724913961733496e-17,1.8537855593938981e-19
1.5960000000000000e+04,3.8977633546915280e-17,1.8680776181403533e-19
1.5970000000000000e+04,3.9231706048599416e-17,1.8824623919917657e-19
1.5980000000000000e+04,3.9487136980204690e-17,1.8969403591944509e-19
1.5990000000000000e+04,3.9743931869475195e-17,1.9115119998163168e-19
1.6000000000000000e+04,4.0002096258488798e-17,1.9261777957528607e-19
